,Obligor Name,County Code,County,State,CBSA,CBSA_title,Latitude,ZIP,Longitude
593, De Kalb Cnty Ga Wtr & Sew Rev - Jnr,13089.0,"DeKalb, GA",GA,12060.0,"Atlanta-Sandy Springs-Roswell, GA",33.7699,30030,-84.295
594, Gainesville Fl Utilities,12001.0,"Alachua, FL",FL,23540.0,"Gainesville, FL",29.6489,32601,-82.325
595, Manheim Twp Pa Sch Dist,42071.0,"Lancaster, PA",PA,29540.0,"Lancaster, PA",40.0766,17601,-76.3107
596, Killeen Tex Indpt Sch Dist,48027.0,"Bell, TX",TX,28660.0,"Killeen-Temple, TX",31.1172,76543,-97.6651
597, Northern Virginia Transportation Commission,51013.0,"Arlington, VA",VA,47900.0,"Washington-Arlington-Alexandria, DC-VA-MD-WV",38.8871,22201,-77.0932
598, Arizona State University,4013.0,"Maricopa, AZ",AZ,38060.0,"Phoenix-Mesa-Scottsdale, AZ",33.4227,85281,-111.9261
599, Lexington Mass,25017.0,"Middlesex, MA",MA,14460.0,"Boston-Cambridge-Newton, MA-NH",42.4563,02420,-71.2167
600, Mt Nittany Medical Center,42027.0,"Centre, PA",PA,44300.0,"State College, PA",40.8082,16803,-77.8926
601, Ascend Leadership Academy,37105.0,"Lee, NC",NC,41820.0,"Sanford, NC",35.4469,27332,-79.138
602, Indiana Mun Pwr Agy,18057.0,"Hamilton, IN",IN,26900.0,"Indianapolis-Carmel-Anderson, IN",39.9712,46032,-86.1245
603, Southeastern Pa Transn Auth Pa,42101.0,"Philadelphia, PA",PA,37980.0,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",39.9487,19107,-75.1593
604, Denison Tex,48181.0,"Grayson, TX",TX,43300.0,"Sherman-Denison, TX",33.745,75020,-96.5496
605, Fort Bend Cnty Tex Mun Util Dist,48201.0,"Harris, TX",TX,26420.0,"Houston-The Woodlands-Sugar Land, TX",29.733,77046,-95.4306
606, Yale University,9009.0,"New Haven, CT",CT,35300.0,"New Haven-Milford, CT",41.3184,06511,-72.9318
607, Nevada Sys Higher Ed Univs,32031.0,"Washoe, NV",NV,39900.0,"Reno, NV",39.5483,89512,-119.7957
608, Miami-Dade Cnty Fla Expwy Auth,12086.0,"Miami-Dade, FL",FL,33100.0,"Miami-Fort Lauderdale-West Palm Beach, FL",25.813,33142,-80.232
609, State Of Kansas Department Of Transportation,20177.0,"Shawnee, KS",KS,45820.0,"Topeka, KS",39.0553,66603,-95.6802
610, Public Utilities Board Of City Of Brownsville Texas,48061.0,"Cameron, TX",TX,15180.0,"Brownsville-Harlingen, TX",25.9337,78520,-97.5174
611, Salt Lake City Ut Arpt Rev,49035.0,"Salt Lake, UT",UT,41620.0,"Salt Lake City, UT",40.7548,84111,-111.881
612, Newberry Sc Comb Public Utility,45071.0,"Newberry, SC",SC,35140.0,"Newberry, SC",34.2847,29108,-81.6157
613, Port St Lucie Fla Util Sys Rev,12111.0,"St. Lucie, FL",FL,38940.0,"Port St. Lucie, FL",27.2655,34984,-80.3389
614, State University Of New York,36001.0,"Albany, NY",NY,10580.0,"Albany-Schenectady-Troy, NY",42.6471,12246,-73.7503
615, Camden Cnty N J,34007.0,"Camden, NJ",NJ,37980.0,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",39.9512,08102,-75.1186
616, Kansas City Mo Wtr Rev,29095.0,"Jackson, MO",MO,28140.0,"Kansas City, MO-KS",39.1052,64106,-94.5699
617, Newtown Conn,9001.0,"Fairfield, CT",CT,14860.0,"Bridgeport-Stamford-Norwalk, CT",41.3931,06470,-73.3167
618, Monmouth Cnty N J,34025.0,"Monmouth, NJ",NJ,35620.0,"New York-Newark-Jersey City, NY-NJ-PA",40.2458,07728,-74.2768
619, Maury Cnty Tenn,47119.0,"Maury, TN",TN,34980.0,"Nashville-Davidson--Murfreesboro--Franklin, TN",35.6156,38401,-87.038
620, East Brunswick Twp N J,34023.0,"Middlesex, NJ",NJ,35620.0,"New York-Newark-Jersey City, NY-NJ-PA",40.4284,08816,-74.4064
621, Sacramento Municipal Utility District,6067.0,"Sacramento, CA",CA,40900.0,"Sacramento--Roseville--Arden-Arcade, CA",38.5498,95817,-121.4583
622, Virginia Comwlth Univ,51760.0,"City of Richmond, VA",VA,40060.0,"Richmond, VA",37.5498,23220,-77.4588
623, Yuma Ariz Muni Ppty Corp Util Sys,4027.0,"Yuma, AZ",AZ,49740.0,"Yuma, AZ",32.61,85366,-114.6312
624, Sentara Healthcare,51710.0,"Norfolk (city), VA",VA,47260.0,"Virginia Beach-Norfolk-Newport News, VA-NC",36.8546,23502,-76.2143
625, Los Angeles Department Of Airports Los Angeles International Air,6037.0,"Los Angeles, CA",CA,31080.0,"Los Angeles-Long Beach-Anaheim, CA",33.9631,90045,-118.3941
626, Massachusetts Bay Transportation Authority,25025.0,"Suffolk, MA",MA,14460.0,"Boston-Cambridge-Newton, MA-NH",42.3492,02116,-71.0768
627, Baltimore Cnty Md,24005.0,"Baltimore, MD",MD,12580.0,"Baltimore-Columbia-Towson, MD",39.4072,21204,-76.6038
628, Centracare Health,27145.0,"Stearns, MN",MN,41060.0,"St. Cloud, MN",45.5713,56303,-94.2036
629, Allegheny Cnty Pa San Auth,42003.0,"Allegheny, PA",PA,38300.0,"Pittsburgh, PA",40.4608,15233,-80.0348
630, Silicon Valley Clean Water,6081.0,"San Mateo, CA",CA,41860.0,"San Francisco-Oakland-Hayward, CA",37.5331,94065,-122.2486
631, Fuquay-Varina N C,37183.0,"Wake, NC",NC,39580.0,"Raleigh, NC",35.58,27526,-78.7908
632, Tucson Ariz Wtr Rev,4019.0,"Pima, AZ",AZ,46060.0,"Tucson, AZ",32.2139,85701,-110.9694
633, Haverford College,42045.0,"Delaware, PA",PA,37980.0,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",40.0097,19041,-75.3121
634, West Virginia Univ Hosp,54061.0,"Monongalia, WV",WV,34060.0,"Morgantown, WV",39.6453,26506,-79.9627
635, New York City Municipal Water Finance Authority,36061.0,"New York, NY",NY,35620.0,"New York-Newark-Jersey City, NY-NJ-PA",40.7139,10007,-74.007
636, Norwalk Conn,9001.0,"Fairfield, CT",CT,14860.0,"Bridgeport-Stamford-Norwalk, CT",41.1323,06851,-73.4058
637, Baltimore Md Wastewtr Rev,24510.0,"Baltimore (city), MD",MD,12580.0,"Baltimore-Columbia-Towson, MD",39.2998,21202,-76.6075
638, Salt River Project Agricultural Improvement & Power Distric,4013.0,"Maricopa, AZ",AZ,38060.0,"Phoenix-Mesa-Scottsdale, AZ",33.4227,85281,-111.9261
639, Metropolitan Atlanta Rapid Tran Auth Ga,13121.0,"Fulton, GA",GA,12060.0,"Atlanta-Sandy Springs-Roswell, GA",33.8206,30324,-84.3549
640, Livermore-Amador Vy Wtr Mgmt Agy Calif,6001.0,"Alameda, CA",CA,41860.0,"San Francisco-Oakland-Hayward, CA",37.7166,94568,-121.9226
641, Garland Tex Indpt Sch Dist,48113.0,"Dallas, TX",TX,19100.0,"Dallas-Fort Worth-Arlington, TX",32.9185,75042,-96.6775
642, Murray City Utah Sch Dist,49035.0,"Salt Lake, UT",UT,41620.0,"Salt Lake City, UT",40.6568,84107,-111.8904
643, Clark Cnty Nv Motor Fuel Tax Rev,32003.0,"Clark, NV",NV,29820.0,"Las Vegas-Henderson-Paradise, NV",36.175,89155,-115.1372
644, Frederick Cnty Md,24021.0,"Frederick, MD",MD,47900.0,"Washington-Arlington-Alexandria, DC-VA-MD-WV",39.4461,21701,-77.335
645, Albany Cnty N Y,36001.0,"Albany, NY",NY,10580.0,"Albany-Schenectady-Troy, NY",42.6526,12207,-73.7562
646, Caritas Affordable Housing Subordinate,6073.0,"San Diego, CA",CA,41740.0,"San Diego-Carlsbad, CA",33.1072,92011,-117.2943
647, Metropolitan Council Minn Minneapolis,27123.0,"Ramsey, MN",MN,33460.0,"Minneapolis-St. Paul-Bloomington, MN-WI",44.9512,55101,-93.0902
648, Mesa Ca Wtr Dist,6059.0,"Orange, CA",CA,31080.0,"Los Angeles-Long Beach-Anaheim, CA",33.6483,92627,-117.9155
649, Contra Costa Transportation Authority,6013.0,"Contra Costa, CA",CA,41860.0,"San Francisco-Oakland-Hayward, CA",37.9864,94553,-122.135
650, Putnam Cnty Tenn,47141.0,"Putnam, TN",TN,18260.0,"Cookeville, TN",36.2178,38501,-85.5423
651, Pima Cnty Ariz Swr Sys,4019.0,"Pima, AZ",AZ,46060.0,"Tucson, AZ",32.2139,85701,-110.9694
652, Bowling Green St Univ,39173.0,"Wood, OH",OH,45780.0,"Toledo, OH",41.377,43403,-83.6371
653, Rome Ga,13115.0,"Floyd, GA",GA,40660.0,"Rome, GA",34.2905,30162,-85.2138
654, Milwaukee Wis Redev Auth,55079.0,"Milwaukee, WI",WI,33340.0,"Milwaukee-Waukesha-West Allis, WI",43.0506,53202,-87.8968
655, Mckinney Tx Wtrwks & Swr Rev,48085.0,"Collin, TX",TX,19100.0,"Dallas-Fort Worth-Arlington, TX",33.1976,75069,-96.6153
656, University Of Toledo,39095.0,"Lucas, OH",OH,45780.0,"Toledo, OH",41.6712,43606,-83.606
657, Penns Vy Pa Area Sch Dist,42027.0,"Centre, PA",PA,44300.0,"State College, PA",40.8578,16875,-77.574
658, Portsmouth Va,51740.0,"Portsmouth (city), VA",VA,47260.0,"Virginia Beach-Norfolk-Newport News, VA-NC",36.8298,23704,-76.3146
659, Maine Governmental Facs Auth,23011.0,"Kennebec, ME",ME,12300.0,"Augusta-Waterville, ME",44.3106,04338,-69.7795
660, University Of North Carolina-Chapel Hill,37135.0,"Orange, NC",NC,20500.0,"Durham-Chapel Hill, NC",36.0525,27599,-79.1077
661, Little Elm Tex Indpt Sch Dist,48121.0,"Denton, TX",TX,19100.0,"Dallas-Fort Worth-Arlington, TX",33.1768,75068,-96.9583
662, Greensboro Nc Enterprise Sys,37081.0,"Guilford, NC",NC,24660.0,"Greensboro-High Point, NC",36.0697,27401,-79.7682
663, New Mexico Finance Authority,35049.0,"Santa Fe, NM",NM,42140.0,"Santa Fe, NM",35.6975,87501,-105.9821
664, Lancaster County Of (Pennsylvania),42071.0,"Lancaster, PA",PA,29540.0,"Lancaster, PA",40.0091,17603,-76.3671
665, Rye City N Y,36119.0,"Westchester, NY",NY,35620.0,"New York-Newark-Jersey City, NY-NJ-PA",40.9734,10580,-73.6907
666, Jea,12031.0,"Duval, FL",FL,27260.0,"Jacksonville, FL",30.3299,32202,-81.6517
667, Pima Cnty Ariz Swr Sys Subord,4019.0,"Pima, AZ",AZ,46060.0,"Tucson, AZ",32.2139,85701,-110.9694
668, Wicomico Cnty Md,24045.0,"Wicomico, MD",MD,41540.0,"Salisbury, MD-DE",38.3824,21801,-75.6336
669, Florida St Dept Transn - Garvee,12073.0,"Leon, FL",FL,45220.0,"Tallahassee, FL",30.4383,32399,-84.2807
670, East Baton Rouge La Sew Commn,22033.0,"East Baton Rouge Parish, LA",LA,12940.0,"Baton Rouge, LA",30.4438,70802,-91.1775
671, Hall Cnty Ga Sch Dist,13139.0,"Hall, GA",GA,23580.0,"Gainesville, GA",34.2723,30504,-83.8793
672, Mississippi State Institutions Of Higher Learning,28049.0,"Hinds, MS",MS,27140.0,"Jackson, MS",32.3386,39216,-90.1708
673, Parish Of East Baton Rouge Capital Improvement District,22033.0,"East Baton Rouge Parish, LA",LA,12940.0,"Baton Rouge, LA",30.4613,70821,-91.0447
674, Best For Greenville Cnty S C Sch Dist,45045.0,"Greenville, SC",SC,24860.0,"Greenville-Anderson-Mauldin, SC",34.8472,29601,-82.406
675, Wake Cnty N C Ltd Obl,37183.0,"Wake, NC",NC,39580.0,"Raleigh, NC",35.7727,27601,-78.6324
676, New Jersey St Transn Tr Fd Auth - Garvee,34021.0,"Mercer, NJ",NJ,45940.0,"Trenton, NJ",40.2377,08618,-74.7821
677, Oklahoma City Okla Wtr Utils Tr,40109.0,"Oklahoma, OK",OK,36420.0,"Oklahoma City, OK",35.4726,73102,-97.5199
678, Baylor Scott & White Health,48113.0,"Dallas, TX",TX,19100.0,"Dallas-Fort Worth-Arlington, TX",32.7948,75246,-96.7697
679, Nevada Cnty  Calif,6057.0,"Nevada, CA",CA,46020.0,"Truckee-Grass Valley, CA",39.3017,95959,-120.9717
680, Huntsville Al Elec Sys,1089.0,"Madison, AL",AL,26620.0,"Huntsville, AL",34.7269,35801,-86.5673
681, Moulton-Niguel Calif Wtr Dist,6059.0,"Orange, CA",CA,31080.0,"Los Angeles-Long Beach-Anaheim, CA",33.5145,92677,-117.7084
682, University Of North Carolina-Greensboro,37081.0,"Guilford, NC",NC,24660.0,"Greensboro-High Point, NC",36.0726,27402,-79.792
683, Rhode Island St Tpk & Brdg Auth,44005.0,"Newport, RI",RI,39300.0,"Providence-Warwick, RI-MA",41.5164,02835,-71.3761
684, Fort Worth Tex Indpt Sch Dist,48439.0,"Tarrant, TX",TX,19100.0,"Dallas-Fort Worth-Arlington, TX",32.7392,76107,-97.3852
685, Summit Cnty Colo Sch Dist No Re-1 Summit,8117.0,"Summit, CO",CO,14720.0,"Breckenridge, CO",39.5589,80443,-106.1332
686, Rutgers University New Jersey,34023.0,"Middlesex, NJ",NJ,35620.0,"New York-Newark-Jersey City, NY-NJ-PA",40.5515,08854,-74.459
687, Los Banos Calif Uni Sch Dist,6047.0,"Merced, CA",CA,32900.0,"Merced, CA",37.0627,93635,-120.8544
688, Virginia Beach Water And Sewer,51810.0,"Virginia Beach (city), VA",VA,47260.0,"Virginia Beach-Norfolk-Newport News, VA-NC",36.7341,23456,-76.0359
689, Adventist Health System/West,6061.0,"Placer, CA",CA,40900.0,"Sacramento--Roseville--Arden-Arcade, CA",38.7346,95661,-121.234
690, San Juan Calif Uni Sch Dist,6067.0,"Sacramento, CA",CA,40900.0,"Sacramento--Roseville--Arden-Arcade, CA",38.6284,95608,-121.3287
691, Tooele Cnty Utah Sch Dist,49045.0,"Tooele, UT",UT,41620.0,"Salt Lake City, UT",40.5454,84074,-112.3002
692, Twin Rivers Calif Uni Sch,6067.0,"Sacramento, CA",CA,40900.0,"Sacramento--Roseville--Arden-Arcade, CA",38.6621,95652,-121.3955
693, Somerville Mass,25017.0,"Middlesex, MA",MA,14460.0,"Boston-Cambridge-Newton, MA-NH",42.3829,02143,-71.1028
694, Sandy Springs Public Facs Auth,13089.0,"DeKalb, GA",GA,12060.0,"Atlanta-Sandy Springs-Roswell, GA",33.9795,30350,-84.3411
695, Shelby Cnty Tenn,47157.0,"Shelby, TN",TN,32820.0,"Memphis, TN-MS-AR",35.144,38103,-90.048
696, Riverside Calif Uni Sch Dist,6065.0,"Riverside, CA",CA,40140.0,"Riverside-San Bernardino-Ontario, CA",33.9924,92501,-117.3694
697, Springfield Mo Sch Dist No R-12,29077.0,"Greene, MO",MO,44180.0,"Springfield, MO",37.2117,65802,-93.299
698, Southeast Energy Auth  (Gs Series 2021A),1101.0,"Montgomery, AL",AL,33860.0,"Montgomery, AL",32.373,36104,-86.3081
699, Wayne Cnty Mich Arpt Auth,26163.0,"Wayne, MI",MI,19820.0,"Detroit-Warren-Dearborn, MI",42.2166,48242,-83.3532
700, Michigan Clean Water Rev Fd,26065.0,"Ingham, MI",MI,29620.0,"Lansing-East Lansing, MI",42.7325,48922,-84.5587
701, Hacienda La Puente Calif Uni Sch Dist,6037.0,"Los Angeles, CA",CA,31080.0,"Los Angeles-Long Beach-Anaheim, CA",33.9977,91745,-117.9652
702, Mountain Brook Ala City Brd,1073.0,"Jefferson, AL",AL,13820.0,"Birmingham-Hoover, AL",33.5066,35213,-86.7428
703, Miami Intl Arpt,12086.0,"Miami-Dade, FL",FL,33100.0,"Miami-Fort Lauderdale-West Palm Beach, FL",25.8001,33122,-80.281
704, Albuquerque N Mex Mun Sch Dist No 12,35001.0,"Bernalillo, NM",NM,10740.0,"Albuquerque, NM",35.1104,87110,-106.5781
705, Los Angeles Cnty Calif Met Transn Auth Prop C,6037.0,"Los Angeles, CA",CA,31080.0,"Los Angeles-Long Beach-Anaheim, CA",34.0614,90012,-118.2385
706, Mesa St College,8077.0,"Mesa, CO",CO,24300.0,"Grand Junction, CO",39.0783,81501,-108.5457
707, Durham Cnty N C,37063.0,"Durham, NC",NC,20500.0,"Durham-Chapel Hill, NC",35.9967,27701,-78.8966
708, Billings Montana Sewer System,30111.0,"Yellowstone, MT",MT,13740.0,"Billings, MT",45.7745,59101,-108.5005
709, West View Pa Mun Auth,42003.0,"Allegheny, PA",PA,38300.0,"Pittsburgh, PA",40.5203,15229,-80.037
710, Long Beach Calif Cmnty College Dist,6037.0,"Los Angeles, CA",CA,31080.0,"Los Angeles-Long Beach-Anaheim, CA",33.8241,90808,-118.1103
711, ,6013.0,"Contra Costa, CA",CA,41860.0,"San Francisco-Oakland-Hayward, CA",37.7562,94583,-121.9522
712, Deschutes Cnty Ore Administrative Sch Dist No 1,41017.0,"Deschutes, OR",OR,13460.0,"Bend-Redmond, OR",44.0928,97701,-121.2936
713, Utah Tran Auth Sales Tax Rev Subord,49035.0,"Salt Lake, UT",UT,41620.0,"Salt Lake City, UT",40.6916,84119,-112.0011
714, Culver City Ca Redev Agy Succe,6037.0,"Los Angeles, CA",CA,31080.0,"Los Angeles-Long Beach-Anaheim, CA",34.0168,90232,-118.3973
715, Imperial Irrigation District Calif,6025.0,"Imperial, CA",CA,20940.0,"El Centro, CA",32.847,92251,-115.573
716, Honolulu Hawaii City & Cnty Wastewtr Sys,15003.0,"Honolulu, HI",HI,46520.0,"Urban Honolulu, HI",21.3179,96813,-157.8521
717, Black Belt Energy Gas Dist  - Gas Supply Series 2021A (Rbc),1097.0,"Mobile, AL",AL,33660.0,"Mobile, AL",30.6474,36695,-88.2292
718, Rowan University,34015.0,"Gloucester, NJ",NJ,37980.0,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",39.7068,08028,-75.1172
719, Mckinney Tx Indep Sch Dist,48085.0,"Collin, TX",TX,19100.0,"Dallas-Fort Worth-Arlington, TX",33.1976,75069,-96.6153
720, Jefferson La Sales Tax Dist,22051.0,"Jefferson Parish, LA",LA,35380.0,"New Orleans-Metairie, LA",29.9146,70054,-90.054
721, Frisco Tex Indpt Sch Dist,48085.0,"Collin, TX",TX,19100.0,"Dallas-Fort Worth-Arlington, TX",33.1377,75035,-96.7524
722, John Wayne Airport Orange County Arpt System Faa,42079.0,"Luzerne, PA",PA,42540.0,"Scranton--Wilkes-Barre--Hazleton, PA",41.0684,18601,-76.1758
723, Chatham Twp N J,34027.0,"Morris, NJ",NJ,35620.0,"New York-Newark-Jersey City, NY-NJ-PA",40.7305,07928,-74.4017
724, Waterford Mich Sch Dist,26125.0,"Oakland, MI",MI,19820.0,"Detroit-Warren-Dearborn, MI",42.6429,48328,-83.3546
725, Sanger Calif Uni Sch Dist,6019.0,"Fresno, CA",CA,23420.0,"Fresno, CA",36.7243,93657,-119.5478
726, University Of South Carolina,45079.0,"Richland, SC",SC,17900.0,"Columbia, SC",33.9937,29208,-81.0199
727, Paulding Cnty Ga Sch Dist,13223.0,"Paulding, GA",GA,12060.0,"Atlanta-Sandy Springs-Roswell, GA",33.9163,30132,-84.8278
728, Pennsylvania St Turnpike Commission-Mlf Enhanced,42043.0,"Dauphin, PA",PA,25420.0,"Harrisburg-Carlisle, PA",40.2041,17057,-76.7331
729, Beth Israel Lahey Health,25025.0,"Suffolk, MA",MA,14460.0,"Boston-Cambridge-Newton, MA-NH",42.3471,02215,-71.1027
730, William Paterson Univ Of New Jersey,34031.0,"Passaic, NJ",NJ,35620.0,"New York-Newark-Jersey City, NY-NJ-PA",40.9471,07470,-74.2466
731, Texas Public Finance Authority,48453.0,"Travis, TX",TX,12420.0,"Austin-Round Rock, TX",30.2713,78701,-97.7426
732, Sussex Cnty Del,10005.0,"Sussex, DE",DE,41540.0,"Salisbury, MD-DE",38.679,19947,-75.3932
733, Knoxville Tn Electric,47093.0,"Knox, TN",TN,28940.0,"Knoxville, TN",35.9625,37902,-83.9209
734, Rnr Sch Fing Auth Calif,6029.0,"Kern, CA",CA,12540.0,"Bakersfield, CA",35.3935,93312,-119.1205
735, Harris Cnty Tx Toll Road Auth,48201.0,"Harris, TX",TX,26420.0,"Houston-The Woodlands-Sugar Land, TX",29.7594,77002,-95.3594
736, San Joaquin Calif Regl Rail Comm,6077.0,"San Joaquin, CA",CA,44700.0,"Stockton-Lodi, CA",37.9606,95202,-121.2871
737, Platte Cnty Mo Reorg Sch Dist No R-3,29165.0,"Platte, MO",MO,28140.0,"Kansas City, MO-KS",39.3602,64079,-94.789
738, San Jose Calif Redev Agy Succ,6085.0,"Santa Clara, CA",CA,41940.0,"San Jose-Sunnyvale-Santa Clara, CA",37.3329,95113,-121.8916
739, Pepperdine University,6037.0,"Los Angeles, CA",CA,31080.0,"Los Angeles-Long Beach-Anaheim, CA",34.005,90263,-118.8101
740, Wisconsin St Gen Fd,55025.0,"Dane, WI",WI,31540.0,"Madison, WI",43.0696,53702,-89.4239
741, Park City Utah Wtr Rev,49043.0,"Summit, UT",UT,44920.0,"Summit Park, UT",40.6524,84060,-111.5018
742, Mcleod Regional Medical Center,45041.0,"Florence, SC",SC,22500.0,"Florence, SC",34.2153,29506,-79.6468
743, Shasta Tehama Trinity Calif Jt Cmnty College Dist,6089.0,"Shasta, CA",CA,39820.0,"Redding, CA",40.7098,96049,-122.3116
744, Arkansas St Dev Fin Auth - Revovling Ln Fd,5119.0,"Pulaski, AR",AR,30780.0,"Little Rock-North Little Rock-Conway, AR",34.8835,72203,-92.3908
745, Northwest Tex Indpt Sch Dist,48121.0,"Denton, TX",TX,19100.0,"Dallas-Fort Worth-Arlington, TX",33.0734,76247,-97.3093
746, Connecticut (State Of) Approp,9003.0,"Hartford, CT",CT,25540.0,"Hartford-West Hartford-East Hartford, CT",41.6583,06067,-72.6632
747, District (Columbia Of) - Garvee,11001.0,"District of Columbia, DC",DC,47900.0,"Washington-Arlington-Alexandria, DC-VA-MD-WV",38.9122,20001,-77.0177
748, Maine St Tpk Auth,23005.0,"Cumberland, ME",ME,38860.0,"Portland-South Portland, ME",43.6602,04102,-70.2898
749, Nature Conservancy,51013.0,"Arlington, VA",VA,47900.0,"Washington-Arlington-Alexandria, DC-VA-MD-WV",38.8738,22203,-77.1142
750, Go Lab Madison Llc,23005.0,"Cumberland, ME",ME,38860.0,"Portland-South Portland, ME",43.6606,04101,-70.2589
751, Alabama St Pub Sch & College Auth,1101.0,"Montgomery, AL",AL,33860.0,"Montgomery, AL",32.2334,36130,-86.2085
752, Boise City Idaho Indpt Sch Dist,16001.0,"Ada, ID",ID,14260.0,"Boise City, ID",43.5741,83709,-116.2941
753, Virginia St Pub Sch Auth,51760.0,"City of Richmond, VA",VA,40060.0,"Richmond, VA",37.5463,23219,-77.4378
754, Cottage Hlth Sys Oblig,6083.0,"Santa Barbara, CA",CA,42200.0,"Santa Maria-Santa Barbara, CA",34.4208,93102,-119.6982
755, Metropolitan Trans Auth Ny City Sales Tax Bonds Senior Ln,36061.0,"New York, NY",NY,35620.0,"New York-Newark-Jersey City, NY-NJ-PA",40.6964,10004,-74.0253
756, Lafayette Parish La Sch Brd Sales Tax,22055.0,"Lafayette, LA",LA,29180.0,"Lafayette, LA",30.2241,70502,-92.0198
757, Tallahassee Fla Cons Util Sys,12073.0,"Leon, FL",FL,45220.0,"Tallahassee, FL",30.4286,32301,-84.2593
758, Pflugerville Tex Indpt Sch Dist,48453.0,"Travis, TX",TX,12420.0,"Austin-Round Rock, TX",30.4421,78660,-97.6299
759, Medina Valley Tex Indpt Sch Dist,48325.0,"Medina, TX",TX,41700.0,"San Antonio-New Braunfels, TX",29.3553,78009,-98.8824
760, San Bernardino Cnty Calif Transn Auth,6071.0,"San Bernardino, CA",CA,40140.0,"Riverside-San Bernardino-Ontario, CA",34.1083,92415,-117.2898
761, San Rafael Calif Lease,6041.0,"Marin, CA",CA,41860.0,"San Francisco-Oakland-Hayward, CA",37.9691,94901,-122.5105
762, Lamar Tex Cons Indpt Sch Dist,48157.0,"Fort Bend, TX",TX,26420.0,"Houston-The Woodlands-Sugar Land, TX",29.5497,77471,-95.7982
763, Hartford Conn,9003.0,"Hartford, CT",CT,25540.0,"Hartford-West Hartford-East Hartford, CT",41.7672,06103,-72.676
764, Salem Or Wtr & Swr Rev,41047.0,"Marion, OR",OR,41420.0,"Salem, OR",44.949,97301,-123.004
765, Michigan St Trunk Line,26065.0,"Ingham, MI",MI,29620.0,"Lansing-East Lansing, MI",42.7334,48933,-84.5571
766, West Virginia St Parkways Auth,54039.0,"Kanawha, WV",WV,16620.0,"Charleston, WV",38.3175,25306,-81.5274
767, Denver Co City And County Cops,8031.0,"Denver, CO",CO,19740.0,"Denver-Aurora-Lakewood, CO",39.7491,80202,-104.9946
768, San Diego Cnty Calif Ctfs Partn,6073.0,"San Diego, CA",CA,41740.0,"San Diego-Carlsbad, CA",32.7185,92101,-117.1593
769, Moore Cnty N C Ltd Oblig,37125.0,"Moore, NC",NC,38240.0,"Pinehurst-Southern Pines, NC",35.3061,28327,-79.3969
770, University Ky Gen Rcpts,21067.0,"Fayette, KY",KY,30460.0,"Lexington-Fayette, KY",38.0287,40506,-84.5075
771, Collierville Tenn,47157.0,"Shelby, TN",TN,32820.0,"Memphis, TN-MS-AR",35.0551,38017,-89.6767
772, Brookline Mass,25021.0,"Norfolk, MA",MA,14460.0,"Boston-Cambridge-Newton, MA-NH",42.3259,02445,-71.1341
773, Massachusetts St College Bldg Auth,25025.0,"Suffolk, MA",MA,14460.0,"Boston-Cambridge-Newton, MA-NH",42.3489,02210,-71.0465
774, Baltimore-Washington Intl Arpt-Pfc,24003.0,"Anne Arundel, MD",MD,12580.0,"Baltimore-Columbia-Towson, MD",39.1551,21076,-76.7215
775, North Haledon N J Sch Dist,34031.0,"Passaic, NJ",NJ,35620.0,"New York-Newark-Jersey City, NY-NJ-PA",40.9457,07508,-74.1826
776, Arizona Wtr Infrastructure Fin Auth,4013.0,"Maricopa, AZ",AZ,38060.0,"Phoenix-Mesa-Scottsdale, AZ",33.4523,85007,-112.0893
777, Manchester N H,33011.0,"Hillsborough, NH",NH,31700.0,"Manchester-Nashua, NH",42.9929,03101,-71.4633
778, University Of Kansas,20045.0,"Douglas, KS",KS,29940.0,"Lawrence, KS",38.959,66045,-95.2499
779, Leander Tex Indpt Sch Dist,48491.0,"Williamson, TX",TX,12420.0,"Austin-Round Rock, TX",30.5835,78641,-97.8575
